"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030673/2017","29. ročník štafety JAVOŘÍČKO – Včelákov – LEŽÁKY – LIDICE  9.-10.6. 2017","29. ročník tradiční štafety pod záštitou prezidenta České republiky a hejtmanů jednotlivých krajů opět propojí tragická místa naší historie z období II. světové války. Štafeta každoročně připomíná hrdinství našich lidí, ale i zradu, která měla vždy tragické následky. Podruhé vyběhnou účastníci z Javoříčka, kterým v rámci předešlých ročníků i 2 x probíhali. Zahájení a první úsek vždy obstarávají žáci ZŠ v Luké, v průběhu cca 250 km se střídají i další mladí běžci. Štafeta tak každým rokem naplňuje svůj hlavní cíl, zapojit co nejvíce mladých lidí a prostřednictvím médií informovat nejširší veřejnost o místech, na které nesmíme nikdy zapomenout. Je to určitě nutné, neboť zvláště v první části Javoříčko-Hlinsko jsou i některá města, která ještě v průběhu tří předešlých ročníků  svoji mírovou stuhu ještě nikdy nepřipojila...Běžci přebírají stuhu a pokládají kytičku k památníku i v městyse Včelákov, kde chodily ležácké děti do školy., Štafeta tak drží tradici spojení sportovního výkonu s historickými událostmi již od roku 1977, každoročně přibíhá na zahájení piety do Lidic, nebo Ležáků a o jejím významu svědčí každoroční záštita prezidenta republiky s hejtmany jednotlivých krajů.","schváleno RK","80000","16000","16000","20"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030675/2017","S debrujáry za vědou a poznáním + Expo Sciences International Brazil 2017","Zdůvodnění potřeby realizace projektu:, Zájem o technické a přírodovědné obory upadá. Stejně tak i ubývá technických a řemeslných pracovníků. Finanční podporou klubů malých debrujárů se podpoří a motivují děti a mládež, které mají zájem o přírodovědně a technické vzdělávání., , Cílové skupiny:, • žáci ZŠ (1. a 2. stupně), • studenti SŠ a Gy, • jedinci ze sociálně slabých rodin či neúplných rodin, • rizikové skupiny, • neorganizované děti a neorganizovaná mládež, • talentované děti a talentovaná mládež, • vedoucí klubů malých debrujárů a učitelé ZŠ a SŠ, • široká laická i odborná veřejnost, , Výchozí situace:, Náš projekt není pouze jednoletý, ale navazuje na 25ti letou a dlouhodobou činnost, ve které bychom rádi pokračovali. Jednotlivé výstupy jsou podrobně uvedeny ve statistických tabulkách přílohy projektu. Stabilizovaná členská základna (necelých 2 000 členů a okolo 100 klubů) působících na celém území ČR. Výrazné mezinárodní aktivity v souvislosti s projekty Mezinárodní federace malých debrujárů, ve které jsme aktivními členy. Stovky akcí pořádaných kluby a regionálními články pro širokou veřejnost s desetitisícovkami účastníků z řad široké veřejnosti., , Statistika akcí pořádaných AMD ČR v roce 2016:, - Počet akcí: celkem 247 (z toho 48 ve Středočeském kraji), - Počet účastníků: děti 6 033, dospělí 788, návštěvníci 18 742 (z toho ve Středočeském kraji: děti 654, dospělí 88, návštěvníci 4 840), , Oblast podpory:, 1.	Expo Sciences International 2017 Brazil - mezinárodní dětská vědecká výstava:, Na základě našich úspěšných přírodovědných aktivit klubů malých debrujárů představených na Expo Sciences International v Bruselu a Abu Dhabi a na Expo Sciences Asia v Jordánsku jsme získali opět jedinečnou možnost aktivně reprezentovat naši republiku s našimi dětskými vědeckými projekty na Expo Science International 2017 v Brazílii ve Fortaleze. Jedná se o velice prestižní mezinárodní, dětskou vzdělávací akci, na které se od 7. do 12. srpna 2017 představí více než 350 dětských vědeckých projektů ze 70 zemí světa. Očekáváno je přes 8 000 návštěvníků mezinárodní výstavy. Plánovaná účast naší delegace je 16 děti a 5 pedagogických pracovníků., , 2.	Pravidelná setkání v klubech – podpora činnosti:, Ve Středočeském kraji působí celkem 8 klubů ve městech Nymburk, Mníšek pod Brdy, Kladno, Pečky a Lysá nad Labem. Tyto kluby se setkávají každý týden a během těchto setkání jsou děti odborně vedení v oblasti v přírodních věd, techniky a environmentální výchovy., , 3.	Vzdělávací a poznávací pobytové akce, exkurze a výlety:, Organizované děti a mládež vyjíždí několikrát ročně na vzdělávací pobytové akce, kterou jsou zaměřeny na přírodní vědy a techniku, poznávání technických a kulturních památek a na pobyt na čerstvém vzduchu. Dále navštěvují odborná pracoviště – Matematicko-fyzikální fakultu UK v Praze, Univerzitu Pardubice, technologické závody (Škoda Mladá Boleslav, Automobilka Nošovice, Pivovar Plzeň,…) a vědecká centra (iQlandia, VIDA centrum, Techmania, …)., , Harmonogram:, Leden–prosinec: , -	Pravidelné setkávání v klubech malých debrujárů ve Středočeském kraji (Nymburk, Kladno, Mníšek pod Brdy, Lysá nad Labem, Pečky) – výroba fyzikálních a technických hraček a pomůcek, sestavování elektronických obvodů, experimenty, rozvoj jemné a hrubé motoriky, aj., -	Vzdělávací a poznávací pobytové akce a výlety, -	Prezentace činnosti na veřejnosti (Dny otevřených dveří, Dny vědy a techniky, …), -	Exkurze na odborná pracoviště a na SŠ a VŠ, -	Výměnné pobyty mezi debrujárskými kluby po celé ČR;, -	Zapojení se do tuzemských a zahraničních soutěží a výstav;, -	Účast vedoucích klubů (učitelů ZŠ a SŠ) na workshopech, konferencích, exkurzích a seminářích zaměřených na vzdělávání děti a mládeže v oblasti přírodních věd a techniky., , , Hlavní cíle projektu:, •	na základě více jak dvacetipětiletých zkušeností bychom chtěli dále rozvinout původní myšlenku popularizace a tzv. „odmystifikace vědy“ vůči školní a další široké veřejnosti;, •	podpořit rozvoj práce s dětmi a mládeží a neformálního vzdělávání na krajské úrovni;, •	rozvinout kapacity organizací pracujících s dětmi a mládeží;, •	vytvářet nabídky volnočasových a dalších vybraných aktivit jak v rámci členské základny AMD ČR, tak určených pro neorganizované děti a mládež;, •	zvyšovat odbornou přípravu a vzdělávání dobrovolných pracovníků s dětmi a mládeží;, •	rozvíjet dobrovolnictví a dobrovolnou práce s dětmi a mládeží;, •	podpořit výchovu dětí a mládeže v dalších vybraných oblastech, zejména k participaci, ke vzájemné toleranci a pochopení, ke zdravému životnímu stylu;, •	podpořit mezinárodní spolupráci dětí a mládeže a multikulturní výchovy;, •	podpořit zvyšování kvality a rozšiřování péče o podporu kognitivního nadání žáků základních škol a středních škol;, •	propojit vzdělávání žáků v jednotlivých vzdělávacích oblastech zejména v technických a přírodovědných oborech a vytvořit předpoklady pro přípravu dostatečného počtu špičkových odborníků v preferovaných oborech;, •	posílit roli propojení školních a mimoškolních vzdělávacích aktivit mezi jednotlivými druhy škol, které povedou ke zkvalitnění vědomostí, odborných znalostí a dovedností žáků;, •	podpořit vznik nových mimoškolních vzdělávacích aktivit s vysokou odbornou úrovní zacílené na rozvoj nových metod a forem vzdělávání a reagující na aktuální vývoj technologií, včetně možnosti jejich uplatnění v distančním vzdělávání, které budou připravovat budoucí pracovníky pro zvládnutí nových technologií;, •	všestranně využít personální a materiální zázemí vysokých škol, výzkumných pracovišť a hospodářských podniků pro rozvoj mimoškolního vzdělávání žáků;, •	umožnit dětem a mladým lidem efektivně využívat volný čas k rozvíjení schopností a znalostí v oblasti přírodních věd, techniky a ekologie;, •	podpořit volbu povolání, vnímání důležitosti přírodovědných a technických škol;, •	zajímavými, poutavými a nevšedními úkoly s praktickými pokusy přilákat zájemce k dalšímu, pravidelnému zájmu o vědu a techniku a rozšiřovat a posilovat tak jejich klíčové kompetence;, •	umožnit dětem a mládeži účast na tuzemských a mezinárodních dětských vědeckých výstavách a soutěžích.,  , Dílčí cíle projektu:, •	poznávání přírody a kultury České republiky a zahraničí, následné porovnání se svým regionem a svým bydlištěm;, •	aplikace environmentální výchovy v praxi;, •	k navazování kontaktů s jinými vzdělávacími a vědeckými institucemi s podobnými cíli prostřednictvím rozvoje přírodovědných, technických, environmentálních a sociálních projektů, v rámci kterých si mohou účastníci vyměňovat své názory, znalosti, dovednosti a zkušenosti, a vytvořit tak opatření podle potřeb dnešního světa, ve prospěch průmyslu, vzdělávacímu sektoru a společnosti obecně;, •	vytváření podmínek pro další rozvoj činností AMD ČR pro děti, mládež a ostatní veřejnost a dalších činností v oblasti práce s dětmi a mládeží;, •	rozšiřování nabídky neformálních a zájmových aktivit pro členy AMD s účastí neorganizovaných dětí a mládeže;, •	zkvalitňování podmínek pro práci s dětmi a mládeží v regionálních a základních článcích AMD;, •	umožnit setkávání členů klubů na regionální i celorepublikové úrovni s důrazem na prezentaci přírodovědných, technických a environmentálních aktivit jednotlivých klubů vůči ostatním i veřejnosti;, •	rozvoj samostatnosti a týmové spolupráce, podpora soudržnosti kolektivu;, •	prohlubování komunikace a přátelských vztahů mezi dětmi a dospělými;, •	rozvíjení jemné a hrubé motoriky;, •	podpora a rozvíjení finanční gramotnosti;, •	uskutečnit vzdělávací a poznávací pobytové akce;, •	podporovat vědeckou kulturu v multikulturním prostředí, která umožňuje sdílení zkušeností a osvědčených postupů tak, aby bylo dosaženo vyšší standardní vědecké činnosti;, •	seznámit děti s různými způsoby měření obvodu stromů – dendrometr, pásmo (děti na základě vlastní zkušenosti porovnají výhody a rizika jednotlivých způsobů měření);, •	naučit děti uvědomovat si význam spolupráce s jinými subjekty při pozorování a ochraně přírody., , Priority našeho projektu:, 1. Participace:, Projekt podporuje aktivity, které posilují zájem dětí a mládeže o to, co se kolem nich děje a motivuje je k aktivní účasti na společenském dění. Zdravě se posiluje úcta k ČR a národní hrdosti, úcta k našim předkům, jejich umu, znalostem a dovednostem. Vnímání a tolerance odlišných názorů.  , , 2. Podpora zdravého životního stylu:, Především celoroční pravidelnou činností se smysluplným obsahem pozitivně ovlivňujeme zdravý životní styl, pohybové aktivity a výrazně i prevenci užívání návykových látek a utužování mentálního zdraví, tj. se také jedná, i o působnost v oblasti primární prevence sociálně patologických jevů. Hesla ""Kdo si hraje, nezlobí"" a ""Debrujár si vždycky ví rady"" nabývají v klubech reálného rozměru a odklání naše členy od nežádoucích nástrah. Jelikož některé z našich aktivit jsou i zaměřeny na biologii a environmentální výchovu, vedeme děti a mládež k ochraně životního prostředí a k úctě přírody., , 3. Podpora tvořivosti:, Je zcela zásadním a výchozím bodem ""debrujárství"", který naplňujeme jak v klubech se stálými členy, tak i vůči neorganizované mládeži a široké veřejnosti. Pravidelná činnost i akce pro veřejnost jsou vždy připravovány s cílem podnítit vlastní tvořivost účastníků, rozvíjet manuální tvořivost a vést k využívání nových technologií při aplikování nejnovějších didaktických trendů a rozličných výukových metod. Možnost srovnání získaných informací, znalostí a dovedností nabízíme při pravidelných setkáních, při soustředěních, na táborech, republikových a mezinárodních setkání i soutěžích apod., , 4. Podpora neorganizovaných dětí a neorganizované mládeže:, Prezentací naší činnosti na Dnech otevřených dveří, vědeckých výstavách, Dnech vědy a techniky působí naše činnost i na neorganizovanou mládež, která je silně ohrožena sociálně-patologickými jevy., ","schváleno RK","290000","200000","50000","68.96551724"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030676/2017","Tradice, hodnoty a řemesla našich předků, aneb přírodovědné a technické vzdělávání nebolí","Výchovně vzdělávací projekt je zaměřen na osvojení a rozvoj praktických znalostí, dovedností a klíčových kompetencí, které žáci získali během svého vzdělávání. Dále je směřován na podporu technického a přírodovědného vzdělávání. Podpoří interdisciplinární vztahy všech předmětů, zejména: matematiky, českého jazyka, pracovních činností, přírodovědy a prvouky, vlastivědy, zeměpisu, přírodovědných a technických předmětů, dějepisu a pracovních činností. S bližším seznámením tradic, hodnot a kultury našich předků posílí úctu ke znalostem a umu našich předků a posílí vlastenecké cítění a hrdost. Společným soužitím umožní sebepoznání žáků a upevnění třídních kolektivů. Vzájemnou komunikací je povede k respektování odlišných názorů, postojů a kultur., , Cílové skupiny:, Věková kategorie: žáci 1. a 2. stupně ZŠ, žáci ze sociálně slabých rodin, Předpokládaný počet účastníků: cca 300 žáků, , Termín a místo realizace:, Termín: 1. 1. – 31. 12. 2017, Místo: celá ČR a zahraničí (dle naskytnutých možností), , Jednotlivé aktivity akce členěné do bodů a jejich předpokládaný průběh:, Jednotivé aktivity:, • výchovně vzdělávací pobytové akce v ČR a zahraničí;, • návštěva kulturních, historických a technických památek, science center, odborných a výzkumných pracovišť a vzdělávacích institucí, exkurze do provozních a výrobních závodů v tuzemsku a v zahraničí;, • aktivní účast na vědeckých výstavách a soutěžích v tuzemsku a zahraničí;, • prezentace přírodních věd a techniky pomocí nevšedních experimentů žákům 1. stupně se zapojením moderních didaktických trendů;, • prezentace činnosti na veřejnosti., , Cíle a přínos projektu:, - umožnit účast na tuzemských i případně zahraničních pobytových výchovně vzdělávacích akcích i sociálně slabým jedincům;, - poznávání přírody, kultury, technických památek a zajímavostí nejen celé České republiky, ale i zahraničních států, a jejích následné porovnání s Polabím;, - umožnit žákům prezentovat své dovednosti a znalosti nejen v ČR, ale i v zahraničí;, - umožnit žákům reprezentovat nejen město Nymburk, ale i Českou republiku v zahraničí;, - orientace pomocí mapy a plánu v cizím prostředí;, - rozvoj slovní zásoby a seznámení s nářečím a cizími jazyky v písemné i slovní podobě;, - praktické seznámení se životem a s prací našich předků, jejich tradic a hodnot;, - vnímání hodnot fyzické práce a její náročnosti a důležitosti;, - vnímání důležitosti technického pokroku pro další rozvoj naší civilizace;, - podpora volby povolání, vnímání důležitosti a neopomíjení učňovských oborů zejména technického a přírodovědného směru;, - aplikace environmentální výchovy v praxi;, - rozvoj finanční gramotnosti;, - seznámení s regionálními a orientálními potravinami a jejich tradiční výrobou;, - respektování a dodržování společenských pravidel a norem;, - rozvoj samostatnosti a týmové spolupráce, podpora soudržnosti kolektivu;, - prohlubování komunikace a přátelských vztahů mezi žáky a dospělými;, - prevence sociálně patologických jevů a smysluplné využití volného času;, - rozvoj klíčových kompetencí k učení, k řešení problému, komunikačních KK a pracovních KK.","schváleno RK","100000","80000","20000","80"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030677/2017","Akrobatická sezóna 2017","Sportovní činnost - letecká akrobacie, Využití dotace: uhrazení nákladů za tréninkové lety a účasti na akrobatických soutěžích., , Předpokládána účast na závodech v roce 2017:, , 1)Pohár Miloše Ramerta v Letiště Benešov – 16.-17.dubna 2017, 2) Mostecký pohár v Aeroklub Most 5.-7. Květen, 3) Karlovarský pohár v Letiště Toužim 25.-27. Května, 4) Two Seater & Retro Cup 2017 v letiště Zbraslavice 8.čvn-10, 5) Mistrovství České republiky v akrobacii letounů v Letiště Chotěboř Čvn 14 – Čvn 17, 6) Mistrovství České republiky v akrobacii na kluzácích Advanced&Unlimited v letiště Moravská Třebová Čvc 1 – Čvc 2, 7) Mistrovství světa v akrobacii na kluzácích Unlimited & Advanced v Toruň,Polsko Čvc 27 – Srp 5, , 8) Táborský pohár v Aeroklub Tábor Zář 8 – Zář 10, 9) Mladoboleslavský pohár v Letiště Mladá Boleslav Zář 23 – Zář 24, ","schváleno RK","250000","50000","10000","20"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030678/2017","XXVI. roční Dějepisné soutěže studentů gymnázií ČR a SR","•	Dějepisná soutěž studentů gymnázií, pořádaná Nadačním fondem Gaudeamus při Gymnáziu Cheb, příspěvkové organizaci, je již řadu let největším setkáním středoškolských studentů České a Slovenské republiky., , •	Koná se každoročně od roku 1992, v posledních letech za účasti tříčlenných týmů studentů ze 75 gymnázií obou zemí., , •	V průběhu soutěže studenti prezentují v písemných testech své vědomosti, které svou hloubkou (zejména u družstev v popředí výsledkové listiny) v dobrém slova smyslu pravidelně šokují přítomné vysokoškolské pedagogy., , •	Vzhledem k mimořádnému zájmu se od roku 2014 ve všech 22 krajích ČR a SR uskutečňuje krajské kolo, přičemž do letošního XXVI. ročníku se přihlásilo rekordních téměř 300 gymnázií z obou zemí. Z krajského kola pak i letos vzejde tradiční počet 75 gymnázií, která se utkají dne 23. listopadu 2017 v Chebu. Studenti budou soutěžit ve znalostech období čs. dějin let 1949 – 1967., ","schváleno RK","2000000","20000","15000","1"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030679/2017","Publikace ""Osobnosti Slánska a Velvarska","Publikace bude obsahovat medailonky cca 130 českých osobností spojených životem či dílem s regiony Slánska a Velvarska, jejich fotografie, ukázku z jejich díla a ukázku rukopisu. Kniha bude v pevné vazbě s mnoha barevnými přílohami a navazuje na již vydané publikace Osobnosti Berounska, Osobnosti Kladenska a Osobnosti Rakovnicka.","schváleno RK","60000","20000","10000","33.33333333"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030680/2017","Podpora činnosti sboru dobrovolných hasiů v Senci,  5 ročník netradiční soutěže mladých hasičů okresu ,, Mladý železný hasič ,,  a ,, Rozloučení s prázdninami ,,","jedná se o soutěž  jednotlivců mladch hasičů z okresu Rakovník 5 ročník. v kategoriích od  3 - 6 let Přípravka,  6-11 let mladší,  11 - 15 let  starší. , disciplíny- tunel, bariéra, práce s hadicemi, žebříková stěna, džberovka -hašení,  zatloukání hřebíků, přenos hadice a has. přístroje,  kladina, plížení,  přenos kanysrů.  do soutěže se zapojí i vedoucí MH. a rodiče dětí.., Budou zde ukázky techniky PO.  policie Čr,  a  první  pomoci. je to jedna z nejhezčích a nejzábavnějších soutěží jednotlivců mladch hasičů ve všech kategoiích na okrese a v odpoledních hodinách bude probíhat akce pro děti - Rozloučení s prázdninami - kulturní program pro děti- zábavné soutěže, střelba z praku, luku, vzduchovky,  hašení se džberovkou, chúdy, závody v pytlích, návštěva pekla, soutěž o prázdninový koláč,  a  různé  hry...","schváleno RK","42500","40000","40000","94.11764706"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030681/2017","Výročí  115  založení sboru dobrovolných hasičů v Senci","Slavnostní schůze, vyhodnocení aktivních členů,  mladých hasičů,, oběd,  vzpomínka na padlé a zemřelé hasiče , ukázky techniky HZS,  a okolních sborů ,  policie , ukázky soutěží dospělých a mladých hasičů,  soutěže pro děti, a kulturní program","schváleno RK","42500","40000","25000","94.11764706"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030682/2017","Soustředění kolektivu mladých hasičů sboru dobrovolnách hasičů Lubná na řece Berounce- Višnová","ubytování v kempu Višnová na řece Berounce- výlety do okolí, nácvik soutěží, ukázky soutěží- Roztoky, jízda na raftech, návštěva  hasičů Roztoky  a Křivoklát  výlet do BEROUNA ,strava, ubytování, PHM stříkačka,  PHM - dopraa, pitný režim, ","schváleno RK","37500","35000","10000","93.33333333"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030684/2017","Podpora netradiční soutěže mladých hasičů na řece Berounce,, Josefa Cyruse ,, v požárnm ůtoku družstev ","Jedná se o soutěž mladých hasičů v požárním útoku družstev mladých hasičů   3 - 6 let.  6-11 let, 11 . 15 let, smíčené,  strava pro soutěžící, rozhodčí, pitn režim,  ceny do soutěže, poháry, PHM stříkačla, PHM doprava, 3 x stopky, , ","schváleno RK","32500","30000","25000","92.30769231"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030685/2017","Výročí  115 let založení sboru dobrovolnch hasičů v obci Příčina","Slavnostní schůze a oběd, pitný režim, , ocenění členů, brožurka, ukázky soutěží  kulturní program, vystoupen ml. hasičů, ","schváleno RK","32500","30000","25000","92.30769231"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030686/2017","Poznejte náš venkov 2017","V rámci projektu dojde k uspořádání celodenní akce Poznejte náš venkov v areálu farmy v Pojedech (okr. Nymburk). Tento rok se jedná o šestý ročník. Akce je zaměřená na propagaci regionu Svatojiřský les - prezentují se zde místní výrobci, řemeslníci, aktéři v cestovním ruchu a obce v regionu (celkem okolo 50 stánků). Součástí programu celé akce je vystoupení různých hudebních skupin a speciální aktivity pro děti. Na akci dále probíhá výstava zemědělské a vojenské techniky. Organizace akce bude zajištěna zaměstnanci MAS. Návštěvnost akce se pohybuje okolo 2000 lidí.","schváleno RK","250000","200000","50000","80"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030687/2017","Soutěž - závod historických mopedů a pionýrů ","Soutěž a závod historických mopedů a pionýrů.  , vyhodnocení soutěže a závodu, ceny do závodu a soutěže o nejlépe upravený stroj ,  strava,  medaile","schváleno RK","13000","12000","10000","92.30769231"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030688/2017","Rockový Slunovrat 2017","Festival Rockový Slunovrat se bude v roce 2017 konat již pojedenácté. Na třech pódiích si zahraje na dvacet interpretů z české i zahraniční hudební scény. Hlavním benefitem festivalu je jeho lokalita, nezaměnitelného prostředí nejstaršího funkčního amfiteátru v Česku, Lesní divadlo v Řevnicích u Prahy., Pro nadcházející ročník jsme připravili nový projekt ""Rockový Slunovrat Léčí"". Hudbou bychom rádi pomohli lidem nemocným cystickou fibrózou.Spolupracujeme s Klubem nemocných cystickou fubrózou, který se snaží zlepšit kvalitu života slaných dětí a zvýšit informovanost veřejnosti o tomto onemocnění., , Veškeré informace jsou v přiložené prezentaci festivalu.","schváleno RK","950000","80000","50000","8.42105263"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030689/2017","Traktorové setkání pro děti se zrakovým postižením","Traktorové setkání je jednodenní akce pro děti se zrakovým a kombinovaným postižením, jejich sourozence, rodiče a prarodiče. Všichni si zde mohou prohlédnout zrakem, sluchem i hmatem stavební stroje, různě veliké traktory, náklaďáky a další techniku. Obsluha jim stroje ukáže, vysvětlí a dovolí jim vše řídit., Jako rodiče dvou nevidomých synů víme, jak je těžké vysvětlit a v reálu ukázat velikost a sílu strojů a všeho co je veliké a na co si děti nemohou sáhnout. A proto v letošním roce pořádáme již šestý ročník Traktorového setkání., Pro děti se zrakovým postižením je velice těžké pochopit rozdíl velký a malý traktor, velká a malá pneumatika. Proto se jim zde snažíme přiblížit pojem velká a malá, tichý a hlučný, rychlý a pomalý. K těmto strojům jim každoročně připravujeme překvapení. V roce 2012 jezdili na čtyřkolce , v roce 2013 přiletěl dvoumístný vrtulník, v roce 2014 a 2015  přijeli hasiči, uhasili oheň a ukázali vyprošťovací práce hydraulickými nůžkami. V roce 2016 přistál čtyřmístný vrtulník a přijel technik z PČR, který ukázal dětem vybavení vozu, povyprávěl co vše dělá a nechal jim udělat otisky prstů a ručiček. Překvapení je připraveno i pro letošek., Děti se zrakovým postižením se orientují pomocí sluchu a proto je naše akce omezena počtem zúčastněných cca 200-240 osob a není pro širokou veřejnost, je pouze pro tuto cílovou skupinu. Protože čím více lidí, tím více hluku a pro zrakově postižené to znamená více únavy a námahy při orientaci a tím méně zážitků a poznání. Celá akce se koná v Rohozci (okres Kutná Hora) , na naší rozlehlé zahradě cca 5000m2, kde je vše připraveno pro bezpečný pohyb zrakově postižených v neznámém prostředí. Stroje jsou v bezpečné vzdálenosti, zvuky se minimalizují a dělají přestávky, kdy si mohou prohlédnout stroje v klidu, v průběhu celého dne., Zajišťujeme příjemné posezení, s milou obsluhou a dobrým jídlem a pitím pro všechny zúčastněné. Chceme, aby si tento den užili nejen děti, ale i jejich rodiče, a maminky nemusely řešit jídlo a pití na celý den. Zveme děti s rodinami ze Středočeského kraje, protože se zde nekonají žádné podobné akce se zaměřením na tuto cílovou skupinu., Doprovodným programem pro všechny jsou hmatové úkoly a prostorová orientace – vše s klapkami na očích, kdy si můžou i vidomí vyzkoušet, jak je náročné plnit i jednoduché úkoly bez pomocí zraku. Pro děti jsou připraveny zábavy, např. pískoviště, houpačky, trampolína, skákací hrad, různé pneumatiky a další hry.,  Na této adrese se můžete podívat na krátký sestřih z našich akcí., www.youtube.com      Traktorový piknik manželů Nešporových, fotky ze všech ročníků naleznete na :   www.traktorovesetkani.rajce.net,  Věříme, že se i letošní akce vydaří a děti si budou odnášet spoustu krásných a nezapomenutelných zážitků a zkušeností a my v tomto duchu budeme pokračovat i v následujících letech.   , Martin a Petra Nešporovi, ","schváleno RK","36000","25000","25000","69.44444444"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030690/2017","Prázdninový pobyt pro děti s PKU a bezlepkovou dietou","Prázdninový pobyt v trvání 6ti až 13ti dnů pro děti s omezením stravy v důsledku PKU diety ( tuto dietu musí dodržovat děti s fenylketonurií, což je vrozená porucha metabolismu, která způsobuje, že ze stravy musí být vyloučena bíkovina a tyto děti musí jíst speciálně upravené potraviny ) a bezlepkové diety a jejich sourozence a kamarády. Cílem této prázdninové akce je možnost těchto dětí zúčastnit se prázdninového pobytu tak jako zdravé děti a kde jim bude zajištěna strava, kterou si jejich omezení vyžaduje. Jídelníček je konzultován s dietní sestrou a potraviny pro tyto děti určené jsou zakoupeny v renomovaných prodejnách. Dotace bude použila na zpestření jídelníčku těchto dětí, na výlet parníkem po orlickém jezeře a návštěvu zámku Orlík a hradu Zvíkov, na výlet do Hornického muzea Příbram, na část odměn pro vedoucí a praktikanty, kteří budou pracovat s dětmi vyžadující zvláštní - nepřetržitou péči v důsledku zdravotního omezení a na besedu a osvětu se specialistou na zdravý životní styl ( obezita, cukrovka ), jelikož osvěta a praktické zkušenosti jsou pro mnohé zásadní při dalším vývoji dětí","schváleno RK","198200","32700","10000","16.49848638"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030691/2017","Podpora aktivit a činnosti Československé obce legionářské Kladno","Členskou základnu tvoří převážně váleční veteráni, pozůstalí, novodobí veteráni a sympatizanti. Jednota ČsOL Kladno má 81 členů. Převážná většina mezi 88 až 96 lety. Peníze z dotace by významně usnadnily činnost spolku., 1. VII. ročník střelecké soutěže na počest válečné veteránky Vandy Biněvské u příležitosti 100. výročí bitvy u Zborova (pronájem střelnice,   terče, náboje, diplomy, doprava a občerstvení) - 30 000,  , 2. dárky k životním výročím, pro dlouhodobě nemocné a hospitalizované členy - 20 000,, 3. zájezd do vojenského muzea v Lešanech - 25 000,, 4. provoz spolku (telefon, barvy do tiskárny, papíry, kancelářské potřeby, čestná uznání, pamětní listy) - 40 000,, 5. zdravotní balíčky pro válečné veterány a pozůstalé u příležitosti Dne válečných veteránů - 15 000,, 6. nákup legionářské literatury - 5 000,, 7. příspěvek na pedikúru, masáže, ortopedické pomůcky - 25 000,, 8. VI. společenské odpoledne ke Dni válečných veteránů (pronájem, hudba, tombola a občerstvení) - 25 000,, 9. kytice a věnce - 5 000,,  , ,  ","schváleno RK","190000","180000","70000","94.73684211"
